,product_name,category,rating,ratings_total,price,link
1741,Listerine Coolmint Zero Alcohol Mouth Wash - Trial Size - 3.2 fl oz,Personal Care,4.0,3662.0,2.19,https://www.target.com/p/listerine-coolmint-zero-alcohol-mouth-wash-trial-size-3-2-fl-oz/-/A-81385756
1742,Milk and Honey Hand Soap - 7.5oz,Personal Care,4.6,1112.0,0.99,https://www.target.com/p/milk-and-honey-hand-soap-7-5oz-up-38-up-8482/-/A-11634443
1744,Aloe Vera Liquid Hand Soap - 56oz,Personal Care,4.6,324.0,3.99,https://www.target.com/p/aloe-vera-liquid-hand-soap-56oz-up-38-up-8482/-/A-51523990
1745,DenTek Kids Fun Flossers Floss Picks for Kids - 90ct,Personal Care,4.8,1083.0,2.99,https://www.target.com/p/dentek-kids-fun-flossers-floss-picks-for-kids-90ct/-/A-13292817
1748,Softsoap Liquid Hand Soap Pump - Fresh Breeze - 7.5 fl oz,Personal Care,4.5,740.0,1.29,https://www.target.com/p/softsoap-liquid-hand-soap-pump-fresh-breeze-7-5-fl-oz/-/A-51324842
1749,Travel Cosmetic Jar - 1.25 fl oz,Personal Care,4.4,547.0,0.75,https://www.target.com/p/travel-cosmetic-jar-1-25-fl-oz-up-38-up-8482/-/A-75665415
1750,Smooth Slide Floss - 2pk,Personal Care,4.4,551.0,5.59,https://www.target.com/p/smooth-slide-floss-2pk-up-38-up-8482/-/A-13972162
1751,Smooth Slide Floss - 2pk,Personal Care,4.4,551.0,5.59,https://www.target.com/p/smooth-slide-floss-2pk-up-38-up-8482/-/A-13972162
1752,"Orajel Kids Paw Patrol Fluoride-Free Training Toothpaste, Natural Fruity Fun Flavor, #1 Pediatrician Recommended Fluoride-Free Toothpaste*, 1.5oz Tube",Personal Care,4.6,794.0,2.99,https://www.target.com/p/orajel-kids-paw-patrol-fluoride-free-training-toothpaste-natural-fruity-fun-flavor-1-pediatrician-recommended-fluoride-free-toothpaste-1-5oz-tube/-/A-14366448
1753,"Orajel Kids Paw Patrol Anti-Cavity Fluoride Toothpaste, Natural Fruity Bubble Flavor, 4.2oz Tube",Personal Care,4.3,1037.0,2.69,https://www.target.com/p/orajel-kids-paw-patrol-anti-cavity-fluoride-toothpaste-natural-fruity-bubble-flavor-4-2oz-tube/-/A-16239414
1754,Simple Interdental Brushes - 16ct,Personal Care,4.5,615.0,2.79,https://www.target.com/p/simple-interdental-brushes-16ct-up-38-up-8482/-/A-75574232
1755,"Crest Cavity Protection Toothpaste, Regular Paste - 11.4oz/2pk",Personal Care,4.8,408.0,2.99,https://www.target.com/p/crest-cavity-protection-toothpaste-regular-paste-11-4oz-2pk/-/A-13956300
1756,Summertime Scented Shaving Foam - 10oz -,Personal Care,4.6,1731.0,1.69,https://www.target.com/p/summertime-scented-shaving-foam-10oz-smartly-8482/-/A-75557159
1757,Crest Pro-Health Advanced Mouthwash Alcohol Free Multi-Protection Fresh Mint - 33.8 fl oz,Personal Care,4.5,4809.0,6.99,https://www.target.com/p/crest-pro-health-advanced-mouthwash-alcohol-free-multi-protection-fresh-mint-33-8-fl-oz/-/A-18787356
1758,DenTek Comfort Clean Floss Picks For Sensitive Gums - 150ct,Personal Care,4.5,1072.0,4.19,https://www.target.com/p/dentek-comfort-clean-floss-picks-for-sensitive-gums-150ct/-/A-13288297
1759,Dove Beauty Sensitive Skin Unscented Beauty Bar Soap - 4pk - 3.75oz each,Personal Care,4.7,1974.0,6.49,https://www.target.com/p/dove-beauty-sensitive-skin-unscented-beauty-bar-soap-4pk-3-75oz-each/-/A-11223380
1760,Hand and Face Wipes - 25ct,Personal Care,4.6,967.0,1.79,https://www.target.com/p/hand-and-face-wipes-25ct-up-38-up-8482/-/A-16824024
1761,Colgate Kids Toothpaste with Fluoride Pump - Maximum Cavity Protection - 4.4oz,Personal Care,4.7,714.0,3.19,https://www.target.com/p/colgate-kids-toothpaste-with-fluoride-pump-maximum-cavity-protection-4-4oz/-/A-16602413
1762,Degree Men Cool Rush 72-Hour Deodorant Stick - Trial Size - 0.5oz,Personal Care,4.6,656.0,1.19,https://www.target.com/p/degree-men-cool-rush-72-hour-antiperspirant-38-deodorant-stick-trial-size-0-5oz/-/A-12980766
1763,Softsoap Moisturizing Liquid Hand Soap Refill - Soothing Aloe Vera - 50 fl oz,Personal Care,4.1,1108.0,5.99,https://www.target.com/p/softsoap-moisturizing-liquid-hand-soap-refill-soothing-aloe-vera-50-fl-oz/-/A-75566355
1764,Dr Melatonin Sleep Foaming Bubble Bath - 34 fl oz,Personal Care,4.8,819.0,5.89,https://www.target.com/p/dr-teal-39-s-melatonin-sleep-foaming-bubble-bath-34-fl-oz/-/A-76858885
1765,Reach Toothbrush Cover - Trial Size - 4ct,Personal Care,4.7,716.0,1.99,https://www.target.com/p/reach-toothbrush-cover-trial-size-4ct/-/A-51220659
1766,Native Limited Edition Holiday Sugar Cookie Body Wash - 18 fl oz,Personal Care,4.0,89.0,9.49,https://www.target.com/p/native-limited-edition-holiday-sugar-cookie-body-wash-18-fl-oz/-/A-85972711
1767,Dove Men+Care Clean Comfort 48-Hour Deodorant Stick - Trial Size - 0.5oz,Personal Care,4.5,576.0,1.19,https://www.target.com/p/dove-men-care-clean-comfort-48-hour-antiperspirant-38-deodorant-stick-trial-size-0-5oz/-/A-14777416
1770,Checklane Hand Sanitizer Gel with Aloe - 2 fl oz - Trial Size,Personal Care,4.7,427.0,1.49,https://www.target.com/p/checklane-hand-sanitizer-gel-with-aloe-2-fl-oz-trial-size-up-38-up-8482/-/A-83935504
1771,Wet Ones Antibacterial Hand Wipes Canister - Fresh Scent - 40ct,Personal Care,4.9,261.0,3.19,https://www.target.com/p/wet-ones-antibacterial-hand-wipes-canister-fresh-scent-40ct/-/A-13397721
1772,Dr Sleep Lavender Foaming Bubble Bath - 34 fl oz,Personal Care,4.8,1129.0,5.89,https://www.target.com/p/dr-teal-39-s-soothe-38-sleep-lavender-foaming-bubble-bath-34-fl-oz/-/A-13983532
1773,Method Men Body Wash Sea and Surf - 18 fl oz,Personal Care,4.8,601.0,7.99,https://www.target.com/p/method-men-body-wash-sea-and-surf-18-fl-oz/-/A-52735198
1774,Q-Tips Cotton Swabs - 750ct,Personal Care,4.4,1636.0,5.29,https://www.target.com/p/q-tips-cotton-swabs-750ct/-/A-50304471
1776,Tree Hut Vitamin C Shea Sugar Body Scrub - 18oz,Personal Care,4.8,1482.0,7.99,https://www.target.com/p/tree-hut-vitamin-c-shea-sugar-body-scrub-18oz/-/A-79753808
1778,Colgate Cavity Protection Travel Size Fluoride Toothpaste - 2.5oz,Personal Care,4.6,294.0,0.99,https://www.target.com/p/colgate-cavity-protection-travel-size-fluoride-toothpaste-2-5oz/-/A-75574886
1779,Gillette Satin Care Ultra Sensitive Women's Shave Gel - 7oz,Personal Care,4.7,748.0,2.39,https://www.target.com/p/gillette-satin-care-ultra-sensitive-women-s-shave-gel-7oz/-/A-15089626
1780,Softsoap Antibacterial Liquid Hand Soap Pump Protect - Cool Splash - 11.25 fl oz,Personal Care,4.4,289.0,2.49,https://www.target.com/p/softsoap-antibacterial-liquid-hand-soap-pump-clean-38-protect-cool-splash-11-25-fl-oz/-/A-80164512
1781,Oral-B Complete SatinFloss Dental Floss Mint - 50m/2pk,Personal Care,4.3,602.0,4.99,https://www.target.com/p/oral-b-complete-satinfloss-dental-floss-mint-50m-2pk/-/A-13958218
1782,Contour Medium Toothbrush,Personal Care,4.3,202.0,0.79,https://www.target.com/p/contour-medium-toothbrush-up-38-up-8482/-/A-11600415
1783,Oral-B Healthy Clean Toothbrush Soft Bristles - 1ct,Personal Care,4.5,541.0,0.99,https://www.target.com/p/oral-b-healthy-clean-toothbrush-soft-bristles-1ct/-/A-14898224
1786,Milk and Honey Liquid Hand Soap - 56oz,Personal Care,4.6,951.0,3.99,https://www.target.com/p/milk-and-honey-liquid-hand-soap-56oz-up-38-up-8482/-/A-51523995
1787,Oral-B Spaced Themed Manual Toothbrush - 4ct,Personal Care,4.8,280.0,2.99,https://www.target.com/p/oral-b-kids-39-spaced-themed-manual-toothbrush-4ct/-/A-83388518
1789,Citrus Grove Liquid Hand Soap - 10 fl oz -,Personal Care,4.5,1153.0,0.99,https://www.target.com/p/citrus-grove-liquid-hand-soap-10-fl-oz-smartly-8482/-/A-77592715
1790,St. Ives Shea Butter Plant-Based Natural Body Wash Soap - 22 fl oz,Personal Care,4.6,773.0,3.99,https://www.target.com/p/st-ives-oatmeal-38-shea-butter-plant-based-natural-body-wash-soap-22-fl-oz/-/A-76841044
1792,eos Shea Better Shave Cream - Vanilla Bliss - 7 fl oz,Personal Care,4.5,898.0,3.99,https://www.target.com/p/eos-shea-better-shave-cream-vanilla-bliss-7-fl-oz/-/A-13729178
1793,ACT Kids Wild Watermelon Anticavity Fluoride Rinse - 16.9 fl oz,Personal Care,4.7,644.0,4.49,https://www.target.com/p/act-kids-wild-watermelon-anticavity-fluoride-rinse-16-9-fl-oz/-/A-52504730
1794,Dove Beauty Refreshing Green Tea Body Wash Pump - 34 fl oz,Personal Care,4.7,1535.0,9.99,https://www.target.com/p/dove-beauty-refreshing-cucumber-38-green-tea-body-wash-pump-34-fl-oz/-/A-16314873
1795,ACT Kids Toothpaste Bubblegum - 4.6oz,Personal Care,4.7,456.0,2.99,https://www.target.com/p/act-kids-toothpaste-bubblegum-4-6oz/-/A-51096843
1796,ACT Kids Bubblegum Blowout Fluoride Rinse - 16.9oz,Personal Care,4.7,901.0,4.49,https://www.target.com/p/act-kids-bubblegum-blowout-fluoride-rinse-16-9oz/-/A-11146819
1797,Dr Relief Eucalyptus and Spearmint Foaming Bubble Bath - 34 fl oz,Personal Care,4.8,510.0,5.89,https://www.target.com/p/dr-teal-39-s-relax-38-relief-eucalyptus-and-spearmint-foaming-bubble-bath-34-fl-oz/-/A-13983294
1798,Barbasol Soothing Aloe Shaving Cream - 2.4oz - Trial Size,Personal Care,4.7,37.0,1.49,https://www.target.com/p/barbasol-soothing-aloe-shaving-cream-2-4oz-trial-size/-/A-84741223
1799,FlowFlex Covid-19 Antigen Home Test - 1ct,Health,4.6,1569.0,7.99,https://www.target.com/p/flowflex-covid-19-antigen-home-test-1ct/-/A-84996289
1800,Regular Cotton Swabs Paper Sticks - 500ct,Health,4.8,3695.0,2.29,https://www.target.com/p/regular-cotton-swabs-paper-sticks-500ct-up-38-up-8482/-/A-11031089
1801,Wet Ones Antibacterial Hand Wipes Travel Pack - Fresh Scent - 20ct,Health,4.8,1058.0,1.89,https://www.target.com/p/wet-ones-antibacterial-hand-wipes-travel-pack-fresh-scent-20ct/-/A-15045578
1802,Hydrogen Peroxide Topical Solution USP - 32oz,Health,4.8,2077.0,0.99,https://www.target.com/p/hydrogen-peroxide-topical-solution-usp-32oz-up-38-up-8482/-/A-15115908
1803,Q-Tips Cotton Swabs - 750ct,Health,4.5,2030.0,5.29,https://www.target.com/p/q-tips-cotton-swabs-750ct/-/A-11223550
1804,Ricola Cough Drops - Natural Herb - 45ct,Health,4.7,487.0,4.49,https://www.target.com/p/ricola-cough-drops-natural-herb-45ct/-/A-13347903
1806,Wet Ones Antibacterial Hand Wipes Travel Pack - Fresh Scent - 20ct,Health,4.8,676.0,1.89,https://www.target.com/p/wet-ones-antibacterial-hand-wipes-travel-pack-fresh-scent-20ct/-/A-14739017
1807,Isopropyl 70% Alcohol Antiseptic - 32oz,Health,4.8,1382.0,2.99,https://www.target.com/p/isopropyl-70-alcohol-antiseptic-32oz-up-38-up-8482/-/A-11454824
1808,Vaseline Original Unscented Petroleum Jelly - 1.75oz,Health,4.8,4018.0,1.79,https://www.target.com/p/vaseline-original-unscented-petroleum-jelly-1-75oz/-/A-12980616
1809,Manual Toothbrush - 2ct -,Health,4.6,3748.0,0.99,https://www.target.com/p/manual-toothbrush-2ct-smartly-8482/-/A-75557208
1811,Isopropyl Alcohol 91% - 32oz,Health,4.9,1541.0,3.99,https://www.target.com/p/isopropyl-alcohol-91-32oz-up-38-up-8482/-/A-13970972
1812,Ricola Cough Drops - Sugar Free Lemon Mint - 45ct,Health,4.8,408.0,4.49,https://www.target.com/p/ricola-cough-drops-sugar-free-lemon-mint-45ct/-/A-13347898
1813,Wet Ones Sensitive Skin Hand Wipes Travel Pack - Fragrance Free - 20ct,Health,4.7,344.0,1.89,https://www.target.com/p/wet-ones-sensitive-skin-hand-wipes-travel-pack-fragrance-free-20ct/-/A-14739015
1814,Soothing Throat Drops for Irritated Throats - Wild Cherry - 30ct,Health,4.7,411.0,1.59,https://www.target.com/p/luden-39-s-soothing-throat-drops-for-sore-38-irritated-throats-wild-cherry-30ct/-/A-13302603
1815,Tree Hut Candy Cane Shea Sugar Body Scrub - 18oz,Health,4.8,395.0,8.0,https://www.target.com/p/tree-hut-candy-cane-shea-sugar-body-scrub-18oz/-/A-82483616
1816,Manual Toothbrush - 2ct - Driftwood -,Health,4.6,2979.0,0.99,https://www.target.com/p/manual-toothbrush-2ct-driftwood-smartly-8482/-/A-75557204
1818,Kleenex Holiday Perfect Fit Canister Facial Tissue - 2pk/50ct,Health,4.5,935.0,4.29,https://www.target.com/p/kleenex-holiday-perfect-fit-canister-facial-tissue-2pk-50ct/-/A-86912999
1819,Ricola Max Throat Care Drops - Honey Lemon - 34ct,Health,4.7,73.0,4.49,https://www.target.com/p/ricola-max-throat-care-drops-honey-lemon-34ct/-/A-86217754
1820,Q-Tips Cotton Swabs - 375ct,Health,4.4,1624.0,3.19,https://www.target.com/p/q-tips-cotton-swabs-375ct/-/A-11223546
1821,"Lolleez Children's Organic Throat Soothing Pops - Watermelon, Strawberry, & Orange Mango - 15ct",Health,4.5,740.0,7.69,https://www.target.com/p/lolleez-children-s-organic-throat-soothing-pops-watermelon-strawberry-orange-mango-15ct/-/A-53079917
1822,Kleenex Holiday Ultra Soft Facial Tissue - 4pk/120ct,Health,4.5,1738.0,6.79,https://www.target.com/p/kleenex-holiday-ultra-soft-facial-tissue-4pk-120ct/-/A-86912998
1823,Kleenex Perfect Fit Facial Tissue - 4pk/50ct,Health,4.6,6457.0,7.49,https://www.target.com/p/kleenex-perfect-fit-facial-tissue-4pk-50ct/-/A-16719210
1824,Vicks VapoShower Soothing Vapors Tablets - 5ct,Health,4.3,693.0,8.99,https://www.target.com/p/vicks-vaposhower-soothing-vapors-tablets-5ct/-/A-76534688
1825,Strawberry Banana Lowfat Yogurt - 4ct/3.5oz Pouches,Health,4.7,312.0,3.99,https://www.target.com/p/strawberry-banana-lowfat-kids-39-yogurt-4ct-3-5oz-pouches-good-38-gather-8482/-/A-54682589
1826,Hero Cosmetics Mighty Acne Pimple Patch Duo - 12ct,Health,4.5,1512.0,7.0,https://www.target.com/p/hero-cosmetics-mighty-acne-pimple-patch-duo-12ct/-/A-76462859
1827,Chobani Mixed Berry on the Bottom Low-Fat Vanilla Greek Yogurt - 4ct/5.3oz Cups,Health,4.8,330.0,4.59,https://www.target.com/p/chobani-mixed-berry-on-the-bottom-low-fat-vanilla-greek-yogurt-4ct-5-3oz-cups/-/A-54514903
1828,Wet Ones Antibacterial Hand Wipes Travel Pack - Tropical Splash - 20ct,Health,4.8,565.0,1.89,https://www.target.com/p/wet-ones-antibacterial-hand-wipes-travel-pack-tropical-splash-20ct/-/A-14739016
1829,Quaker Chewy Chocolate Chip Granola Bars - 18ct/15.2OZ,Health,4.6,2106.0,4.99,https://www.target.com/p/quaker-chewy-chocolate-chip-granola-bars-18ct-15-2oz/-/A-53141964
1831,Q-Tips Cotton Swabs 625 ct,Health,4.2,1165.0,4.59,https://www.target.com/p/q-tips-cotton-swabs-625-ct/-/A-11223524
1833,Rice Krispies Treats Original Bars - 16ct - Kellogg's,Health,4.8,1023.0,4.99,https://www.target.com/p/rice-krispies-treats-original-bars-16ct-kellogg-s/-/A-12992349
1834,Ricola Cough Drops - Berry Medley - 45ct,Health,4.7,210.0,4.49,https://www.target.com/p/ricola-cough-drops-berry-medley-45ct/-/A-83067937
1835,Pre-Moistened Lens Wipes - 60ct,Health,4.2,1556.0,3.99,https://www.target.com/p/pre-moistened-lens-wipes-60ct-up-38-up-8482/-/A-15022894
1836,Nitrile Exam Gloves - 50ct,Health,4.5,1265.0,7.49,https://www.target.com/p/nitrile-exam-gloves-50ct-up-38-up-8482/-/A-80813611
1839,3pk Gloves Black,Health,4.8,66.0,5.0,https://www.target.com/p/kids-39-3pk-gloves-cat-38-jack-8482-black/-/A-85280284
1840,Tree Hut Moroccan Rose Shea Sugar Body Scrub - 18oz,Health,4.8,2204.0,7.99,https://www.target.com/p/tree-hut-moroccan-rose-shea-sugar-body-scrub-18oz/-/A-51693591
1842,"PanOxyl Maximum Strength Antimicrobial Acne Foaming Wash for Face, Chest and Back with 10% Benzoyl Peroxide - 5.5oz",Health,4.6,1767.0,9.79,https://www.target.com/p/panoxyl-maximum-strength-antimicrobial-acne-foaming-wash-for-face-chest-and-back-with-10-benzoyl-peroxide-5-5oz/-/A-14984165
1843,Ricola Cough Drops - Honey Herb - 45ct,Health,4.7,301.0,4.49,https://www.target.com/p/ricola-cough-drops-honey-herb-45ct/-/A-50045818
1844,Cotton Swabs Colored Stick - 300ct,Health,4.6,1292.0,1.19,https://www.target.com/p/cotton-swabs-colored-stick-300ct-up-38-up-8482/-/A-14794126
1845,Holiday Ultra Soft Facial Tissue - 65ct/4pk,Health,4.4,39.0,5.29,https://www.target.com/p/holiday-ultra-soft-facial-tissue-65ct-4pk-up-38-up-8482/-/A-86086744
1846,Tree Hut Coco Colada Shea Sugar Body Scrub - 18oz,Health,4.8,1463.0,7.99,https://www.target.com/p/tree-hut-coco-colada-shea-sugar-body-scrub-18oz/-/A-75568643
1847,Ricola Cough Drops - Honey Herb - 45ct,Health,4.7,301.0,4.49,https://www.target.com/p/ricola-cough-drops-honey-herb-45ct/-/A-50045818
1848,Cotton Swabs Colored Stick - 300ct,Health,4.6,1292.0,1.19,https://www.target.com/p/cotton-swabs-colored-stick-300ct-up-38-up-8482/-/A-14794126
1849,Holiday Ultra Soft Facial Tissue - 65ct/4pk,Health,4.4,39.0,5.29,https://www.target.com/p/holiday-ultra-soft-facial-tissue-65ct-4pk-up-38-up-8482/-/A-86086744
1850,Tree Hut Coco Colada Shea Sugar Body Scrub - 18oz,Health,4.8,1463.0,7.99,https://www.target.com/p/tree-hut-coco-colada-shea-sugar-body-scrub-18oz/-/A-75568643
1851,Quaker Chewy Chocolate Chip Granola Bars - 8ct,Health,4.6,2002.0,2.69,https://www.target.com/p/quaker-chewy-chocolate-chip-granola-bars-8ct/-/A-13315265
1853,Regular Cotton Swabs Paper Sticks - 750ct,Health,4.8,1145.0,3.19,https://www.target.com/p/regular-cotton-swabs-paper-sticks-750ct-up-38-up-8482/-/A-11031103
1854,Stonyfield Organic Whole Milk Pear Spinach Mango Yogurt - 4ct/3.5oz Pouches,Health,4.8,247.0,6.29,https://www.target.com/p/stonyfield-organic-whole-milk-pear-spinach-mango-kids-39-yogurt-4ct-3-5oz-pouches/-/A-15121684
1855,Chobani Mixed Berries Greek Style Yogurt Drink - 7 fl oz,Health,4.6,674.0,1.99,https://www.target.com/p/chobani-mixed-berries-greek-style-yogurt-drink-7-fl-oz/-/A-50905886
1856,"CLIF Bar Chocolate Chip, White Chocolate Crunchy Peanut Butter Energy Bars Bundle",Health,5.0,1.0,17.69,https://www.target.com/p/clif-bar-chocolate-chip-white-chocolate-macadamia-38-crunchy-peanut-butter-energy-bars-bundle/-/A-81646631
1857,3pk Gloves Navy/Gray/Black,Health,4.7,60.0,5.0,https://www.target.com/p/kids-39-3pk-gloves-cat-38-jack-8482-navy-gray-black/-/A-85280276
1858,Mrs. Clean Day Holiday Hand Soap - Snowdrop - 12.5 fl oz,Health,4.7,109.0,4.99,https://www.target.com/p/mrs-meyer-39-s-clean-day-holiday-hand-soap-snowdrop-12-5-fl-oz/-/A-86823842
1859,Youth Soft Toothbrushes - 4pk,Health,4.6,1601.0,1.59,https://www.target.com/p/youth-soft-toothbrushes-4pk-up-38-up-8482/-/A-11031165
1860,Danimals Mixed Berry Smoothies - 12ct/3.1 fl oz Bottles,Health,4.7,419.0,6.29,https://www.target.com/p/danimals-strawberry-38-mixed-berry-kids-39-smoothies-12ct-3-1-fl-oz-bottles/-/A-79401805
1861,Chobani Plain Nonfat Greek Yogurt - 5.3oz,Health,4.7,235.0,1.29,https://www.target.com/p/chobani-plain-nonfat-greek-yogurt-5-3oz/-/A-23974732
1863,Chobani Flip mores Sweet Vanilla Low Fat Greek Yogurt - 4.5oz,Health,4.7,408.0,1.49,https://www.target.com/p/chobani-flip-s-39-mores-sweet-vanilla-low-fat-greek-yogurt-4-5oz/-/A-51393466
1864,Reach Toothcare Set - Trial Size - 0.85oz,Health,4.6,314.0,1.79,https://www.target.com/p/reach-toothcare-set-trial-size-0-85oz/-/A-51221368
1865,"CeraVe Face Renewing SA Cleanser, Salicylic Acid Cleanser - 8oz",Health,4.6,3758.0,11.49,https://www.target.com/p/cerave-face-renewing-sa-cleanser-salicylic-acid-cleanser-8oz/-/A-16600971
1866,Chobani Vanilla Blended Nonfat Greek Yogurt - 32oz,Health,4.7,1521.0,5.79,https://www.target.com/p/chobani-vanilla-blended-nonfat-greek-yogurt-32oz/-/A-13173297
1868,3pk Vibrant Gloves Pink/Purple/Black,Health,4.8,64.0,5.0,https://www.target.com/p/kids-39-3pk-vibrant-gloves-cat-38-jack-8482-pink-purple-black/-/A-85280234
1869,Children's Mucinex Multi-Symptom Cold Relief Liquid - Dextromethorphan - Very Berry - 4 fl oz,Health,4.5,316.0,10.19,https://www.target.com/p/children-s-mucinex-multi-symptom-cold-relief-liquid-dextromethorphan-very-berry-4-fl-oz/-/A-13349483
1870,Carefree Thong Pantiliners with Wings - Unscented - 49ct,Health,4.7,257.0,3.59,https://www.target.com/p/carefree-thong-pantiliners-with-wings-unscented-49ct/-/A-13404614
1871,Children's Mucinex Multi-Symptom Cold Relief Liquid - Dextromethorphan - Very Berry - 4 fl oz,Health,4.5,316.0,10.19,https://www.target.com/p/children-s-mucinex-multi-symptom-cold-relief-liquid-dextromethorphan-very-berry-4-fl-oz/-/A-13349483
1872,Carefree Thong Pantiliners with Wings - Unscented - 49ct,Health,4.7,257.0,3.59,https://www.target.com/p/carefree-thong-pantiliners-with-wings-unscented-49ct/-/A-13404614
1874,Chobani Flip Key Lime Crumble Low Fat Greek Yogurt - 4.5oz,Health,4.8,400.0,1.49,https://www.target.com/p/chobani-flip-key-lime-crumble-low-fat-greek-yogurt-4-5oz/-/A-14990487
1875,Loperamide Anti-Diarrheal Caplets - 24ct,Health,4.6,593.0,2.99,https://www.target.com/p/loperamide-anti-diarrheal-caplets-24ct-up-38-up-8482/-/A-78809748
1876,Colgate Kids Toothbrush Value Pack - Extra Soft - Ocean Explorer - 4ct,Health,4.7,910.0,1.99,https://www.target.com/p/colgate-kids-toothbrush-value-pack-extra-soft-ocean-explorer-4ct/-/A-75563150
1877,Firefly Light-Up Timer Toothbrushes - 2pk (Soft),Health,4.4,759.0,2.99,https://www.target.com/p/firefly-light-up-timer-toothbrushes-2pk-soft/-/A-14071887
1878,Tree Hut Holiday Cheer Shea Sugar Body Scrub - 18oz,Health,4.4,57.0,8.0,https://www.target.com/p/tree-hut-holiday-cheer-shea-sugar-body-scrub-18oz/-/A-85954044
1879,Kleenex Cooling Lotion Facial Tissue - 45ct,Health,4.7,6199.0,1.69,https://www.target.com/p/kleenex-cooling-lotion-facial-tissue-45ct/-/A-13764297
1880,Steripod Clip-On Toothbrush Cover - Trial Size - 2pk,Health,4.5,980.0,5.89,https://www.target.com/p/steripod-clip-on-toothbrush-cover-trial-size-2pk/-/A-15346581
1881,Halls Cough Drops - Honey Lemon - 80ct,Health,4.8,317.0,3.79,https://www.target.com/p/halls-cough-drops-honey-lemon-80ct/-/A-14688252
1882,Mrs. Clean Day Holiday Hand Soap - Peppermint - 12.5 fl oz,Health,4.5,71.0,4.99,https://www.target.com/p/mrs-meyer-39-s-clean-day-holiday-hand-soap-peppermint-12-5-fl-oz/-/A-86823841
1883,Danimals Strawberry Smoothies - 6ct/3.1 fl oz Bottles,Health,4.7,558.0,3.69,https://www.target.com/p/danimals-strawberry-kids-39-smoothies-6ct-3-1-fl-oz-bottles/-/A-13130555
1884,"Children's Dimetapp Day/Night Cold, Cough & Congestion Relief Liquid - Dextromethorphan - Grape Flavor - 4 fl oz/2pk",Health,4.7,334.0,10.19,https://www.target.com/p/children-s-dimetapp-day-night-cold-cough-congestion-relief-liquid-dextromethorphan-grape-flavor-4-fl-oz-2pk/-/A-16194926
1885,Ricola Max Throat Care Drops - Cherry - 34ct,Health,4.1,39.0,4.49,https://www.target.com/p/ricola-max-throat-care-drops-cherry-34ct/-/A-86217753
1886,Little Remedies Saline Nasal Mist for Babies Stuffy Noses - 3 fl oz,Health,4.8,676.0,5.39,https://www.target.com/p/little-remedies-saline-nasal-mist-for-babies-stuffy-noses-3-fl-oz/-/A-11199183
1887,Tampax Pearl Tampons Regular/Super Absorbency with LeakGuard Braid -Duo Pack - Unscented - 34ct,Health,4.7,2757.0,7.99,https://www.target.com/p/tampax-pearl-tampons-regular-super-absorbency-with-leakguard-braid-duo-pack-unscented-34ct/-/A-46793820
1888,ACT Mint Fluoride Rinse - 18 fl oz,Health,4.8,691.0,4.29,https://www.target.com/p/act-mint-fluoride-rinse-18-fl-oz/-/A-11146826
1889,Carefree Acti-Fresh Regular Pantiliners To Go - Unscented - 54ct,Health,4.5,11209.0,4.99,https://www.target.com/p/carefree-acti-fresh-regular-pantiliners-to-go-unscented-54ct/-/A-14013688
1890,Mixed Berry Lowfat Yogurt - 4ct/3.5oz Pouches,Health,4.7,206.0,3.99,https://www.target.com/p/mixed-berry-lowfat-kids-39-yogurt-4ct-3-5oz-pouches-good-38-gather-8482/-/A-54682580
1891,Vicks BabyRub Chest Rub Soothing Ointment - 1.76oz,Health,4.7,648.0,6.49,https://www.target.com/p/vicks-babyrub-chest-rub-soothing-ointment-1-76oz/-/A-14088834
1892,Organic Whole Grain Strawberry Grain Bars - 6ct,Health,4.7,765.0,2.99,https://www.target.com/p/organic-whole-grain-strawberry-fruit-38-grain-bars-6ct-good-38-gather-8482/-/A-54515189
1893,Daytime Flu Relief Softgels - 24ct,Health,4.7,420.0,6.99,https://www.target.com/p/daytime-cold-38-flu-relief-softgels-24ct-up-38-up-8482/-/A-11003529
1895,Tampax Pearl Triple Pack with Super/Super Plus/Ultra Absorbency Unscented Plastic Tampons - 34ct,Health,4.7,2596.0,7.99,https://www.target.com/p/tampax-pearl-triple-pack-with-super-super-plus-ultra-absorbency-unscented-plastic-tampons-34ct/-/A-75663439
1896,Stonyfield Organic Whole Milk Strawberry Beet Berry Yogurt - 4ct/3.7oz Pouches,Health,4.8,198.0,6.29,https://www.target.com/p/stonyfield-organic-whole-milk-strawberry-beet-berry-kids-39-yogurt-4ct-3-7oz-pouches/-/A-15121683
1897,Carefree Acti-Fresh Regular Pantiliners To Go - Unscented - 20ct,Health,4.5,10605.0,0.99,https://www.target.com/p/carefree-acti-fresh-regular-pantiliners-to-go-unscented-20ct/-/A-14013687
1898,Mrs. Clean Day Holiday Hand Soap - Iowa Pine - 12.5 fl oz,Health,4.7,117.0,4.99,https://www.target.com/p/mrs-meyer-39-s-clean-day-holiday-hand-soap-iowa-pine-12-5-fl-oz/-/A-86823854
1899,Chobani Mixed Berry Blended Low Fat Greek Yogurt - 5.3oz,Health,4.7,253.0,1.29,https://www.target.com/p/chobani-mixed-berry-blended-low-fat-greek-yogurt-5-3oz/-/A-23974730
1901,Que Bella Relaxing Lavender Mud Mask - 0.5oz,Health,4.3,541.0,1.99,https://www.target.com/p/que-bella-relaxing-lavender-mud-mask-0-5oz/-/A-13976980
